63.5	0
64.5	1
65.5	0
66.5	2
67.5	1
68.5	1
69.5	5
70.5	5
71.5	6
72.5	5
73.5	5
74.5	15
75.5	22
76.5	25
77.5	27
78.5	40
79.5	54
80.5	53
81.5	83
82.5	99
83.5	102
84.5	120
85.5	126
86.5	164
87.5	186
88.5	202
89.5	248
90.5	261
91.5	283
92.5	294
93.5	362
94.5	313
95.5	336
96.5	353
97.5	384
98.5	380
99.5	405
100.5	383
101.5	372
102.5	352
103.5	416
104.5	386
105.5	362
106.5	328
107.5	299
108.5	295
109.5	243
110.5	221
111.5	214
112.5	199
113.5	175
114.5	115
115.5	137
116.5	99
117.5	85
118.5	62
119.5	65
120.5	45
121.5	47
122.5	24
123.5	34
124.5	18
125.5	15
126.5	7
127.5	8
128.5	10
129.5	6
130.5	2
131.5	3
132.5	2
133.5	1
134.5	1
135.5	1
136.5	0
