1.010101	5.4182029
2.0202019	9.089118
3.030303	12.853706
4.0404038	16.202177
5.0505047	19.697847
6.060606	22.982952
7.0707068	26.616966
8.0808077	30.393333
9.090909	33.779182
10.101009	37.360512
11.111111	40.676163
12.121212	44.284836
13.131312	47.814907
14.141414	51.395042
15.151514	54.983997
16.161615	58.849407
17.171717	61.882515
18.181818	65.76194
19.191917	69.402565
20.202019	72.641663
21.21212	76.322067
22.222221	79.708694
23.232323	83.525909
24.242424	86.686378
25.252523	90.516335
26.262625	93.773987
27.272726	97.552727
28.282827	100.82777
29.292929	104.38048
30.303028	108.12625
31.313129	111.50204
32.323231	115.10468
33.333332	118.51959
34.343433	122.40417
35.353535	125.60182
36.363636	129.2744
37.373737	132.86993
38.383835	136.30849
39.393936	139.63991
40.404037	143.09743
41.414139	146.86716
42.42424	150.44995
43.434341	153.88815
44.444443	157.46811
45.454544	160.88069
46.464645	164.65163
47.474747	168.21608
48.484848	171.75049
49.494946	175.11958
50.505047	178.82359
51.515148	182.3933
52.525249	185.94627
53.535351	189.2576
54.545452	192.73732
55.555553	196.7498
56.565655	200.00493
57.575756	203.34523
58.585857	207.04102
59.595955	210.38275
60.606056	214.18883
61.616158	217.80513
62.626259	221.04669
63.63636	224.73262
64.646461	228.33482
65.656563	232.00587
66.666664	235.41508
67.676765	238.9491
68.686867	242.52014
69.696968	245.92757
70.707069	249.26987
71.717171	253.20804
72.727272	256.73553
73.737373	259.88773
74.747475	263.5892
75.757568	267.24475
76.76767	270.7366
77.777771	274.33026
78.787872	277.95187
79.797974	281.61801
80.808075	284.74225
81.818176	288.43341
82.828278	291.68185
83.838379	295.54935
84.84848	298.84647
85.858582	302.48785
86.868683	305.89697
87.878784	309.43115
88.888885	313.04053
89.898987	316.67249
90.909088	320.34317
91.919189	323.92819
92.929291	327.50964
93.939392	330.57846
94.949493	334.5321
95.959595	337.93027
96.969696	340.93884
97.97979	344.56238
98.989891	348.31168
99.999992	352.16763
